source	korean	speaker	context	note
同じ種類のモンスターは連れて行けません	같은 종류의 몬스터는 데려갈 수 없습니다	ソディオ	ui	Monster house validation
ペットを連れていません	동행 중인 펫이 없습니다	ソディオ	ui	Monster house status
蘇生が必要なペットはいません	부활이 필요한 펫이 없습니다	ソディオ	ui	Monster house status
ペットを蘇生しました	펫을 부활시켰습니다	ソディオ	ui	Monster house status
コスト上限を超えています (Max:	코스트 상한을 초과했습니다 (Max:	ソディオ	ui	Monster house validation; partial UI string
プルプルした相棒。体当たりで敵を攻撃する。	말랑말랑한 동료. 몸통박치기로 적을 공격한다.	ソディオ	monster	Slime description
赤いスライム。5秒ごとに足元に残り火を残し、敵にダメージを与える。	붉은 슬라임. 5초마다 발밑에 잔불을 남겨 적에게 피해를 준다.	ソディオ	monster	Red slime description
まばゆい黄金の光を放つ、高貴なスライムの卵。	눈부신 황금빛을 내는 고귀한 슬라임의 알.	ソディオ	item	Gold slime egg description
プルプルした何かが産まれそうな卵。	말랑말랑한 무언가가 태어날 것 같은 알.	ソディオ	item	Slime egg description
熱を帯びた、赤い何かが産まれそうな卵。	열기를 머금은 붉은 무언가가 태어날 것 같은 알.	ソディオ	item	Red slime egg description
